freq804	frac804
528.67	0.897489219
528.68	0.806304018
528.69	0.781304797
528.6966667	0.711729812
528.7	0.706060669
528.7333333	0.795732712
528.7666667	0.898199671
528.8333333	0.852544889
528.8666667	0.942641575
528.9333333	0.888666683
528.9666667	0.975216989
529.0333333	0.885214367
529.0666667	0.93223669
529.1333333	0.927863183
529.1666667	0.995720149
529.2333333	0.949315571
529.2666667	0.963969149
529.3333333	0.933390778
529.3666667	1.064553931
529.4333333	0.986004913
529.4666667	1.051825492
529.5333333	0.944574402
529.5666667	1.057889883
529.6333333	0.94635935
529.6666667	0.987526211
529.7333333	0.879566026
529.7666667	0.897742016
529.8333333	0.834268505
529.8666667	0.951119513
529.9333333	0.995116876
529.9666667	1.049288035
530	1.061557009
530.0333333	1.027682341
530.1	0.953650639
530.2	0.866019053
530.3	0.90308284
530.4	0.90164837
530.5	0.895541469
530.6	0.811373506
530.7	0.827700783
530.8	0.752950037
530.9	0.870374923
531	0.867591001
